2025-12-29 08:42:18,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.00,宁波银行信用卡(4573)&现金抵价券,交易成功,2025122922001445901423870858	,SXA1O3658570826	,,
2025-12-29 02:29:31,投资理财,招商财富宝A,/,余额宝-2025.12.28-收益发放,不计收支,3.66,余额宝,交易成功,20251229337043740901	,	,,
2025-12-28 23:12:53,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-28 21:12:50,支出,1.00,宁波银行信用卡(4573),交易成功,2025122822001445901427233049	,25122823125310500005	,,
2025-12-28 21:24:04,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-桂林路-2025-12-28 19:08:51-七宝-2025-12-28 19:24:01,支出,4.00,宁波银行信用卡(4573),交易成功,2025122822001445901428271248	,25122821240410400070	,,
2025-12-28 19:47:43,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-12-28 17:22:08-桂林路-2025-12-28 17:47:40,支出,3.00,宁波银行信用卡(4573),交易成功,2025122822001445901427157372	,25122819474310500102	,,
2025-12-28 11:23:22,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-12-28 09:12:53-漕河泾开发区-2025-12-28 09:23:19,支出,2.00,宁波银行信用卡(4573),交易成功,2025122822001445901420936546	,25122811232210500054	,,
2025-12-28 10:39:18,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-28 08:39:15,支出,2.00,宁波银行信用卡(4573),交易成功,2025122822001445901423342837	,25122810391810400126	,,
2025-12-28 10:01:47,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,黑猫面馆(漕河泾店)外卖订单,支出,21.38,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025122822001145901422947415	,13100600725122887397692796052	,,
2025-12-28 09:55:09,转账红包,云账户综合服务平台,/,云账户,收入,17.41,,交易成功,20251228020070011520900042761970	,1144670656278282751	,,
2025-12-28 09:55:07,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,14.00,,交易成功,20251228300008504045901211081757	,	,,
2025-12-28 09:55:06,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,14.00,,交易成功,20251228020070011520900042603907	,XC227145395479986508	,,
2025-12-28 02:14:29,投资理财,招商财富宝A,/,余额宝-2025.12.27-收益发放,不计收支,3.66,余额宝,交易成功,20251228331376091901	,	,,
2025-12-28 00:53:22,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-南京东路-2025-12-27 22:05:08-国家会展中心-2025-12-27 22:53:19,支出,5.00,宁波银行信用卡(4573),交易成功,2025122822001445901423462826	,25122800532210500012	,,
2025-12-28 00:42:12,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,0.25,账户余额,交易成功,20251228019130101000900012209447	,20251228009130501000900062793032	,,
2025-12-27 22:25:53,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-一大会址●新天地-2025-12-27 20:12:51-南京东路-2025-12-27 20:25:50,支出,3.00,宁波银行信用卡(4573),交易成功,2025122722001445901423357770	,25122722255310400133	,,
2025-12-27 21:23:08,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-国家会展中心-2025-12-27 18:41:30-一大会址●新天地-2025-12-27 19:23:05,支出,5.00,宁波银行信用卡(4573),交易成功,2025122722001445901422480210	,25122721230810500144	,,
2025-12-27 18:42:48,转账红包,广州吱驿网络技术有限公司,/,支付宝发红包你赚现金奖励,收入,0.25,,交易成功,20251227110070001506900080253187	,20251227002161010000905072851701_PZ1339244268	,,
2025-12-27 02:04:38,投资理财,招商财富宝A,/,余额宝-2025.12.26-收益发放,不计收支,3.81,余额宝,交易成功,20251227321390978901	,	,,
2025-12-27 00:11:52,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-26 22:11:49,支出,1.00,宁波银行信用卡(4573),交易成功,2025122722001445901417389080	,25122700115210500008	,,
2025-12-27 00:00:11,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-桂林路-2025-12-26 21:28:18-七宝-2025-12-26 22:00:08,支出,4.00,宁波银行信用卡(4573),交易成功,2025122722001445901416210717	,25122700001110400049	,,
2025-12-26 11:08:31,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,黑猫面馆(漕河泾店)外卖订单,支出,23.30,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025122622001145901409602418	,13110600725122621508536796052	,,
2025-12-26 10:52:34,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-12-26 08:41:39-漕河泾开发区-2025-12-26 08:52:30,支出,2.00,宁波银行信用卡(4573),交易成功,2025122622001445901411632720	,25122610523310400333	,,
2025-12-26 10:01:42,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-26 08:01:39,支出,2.00,宁波银行信用卡(4573),交易成功,2025122622001445901412906194	,25122610014210400165	,,
2025-12-26 08:36:06,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,3.80,宁波银行信用卡(4573),交易成功,2025122622001445901407173073	,SXA1O3483238926	,,
2025-12-26 02:09:34,投资理财,招商财富宝A,/,余额宝-2025.12.25-收益发放,不计收支,3.70,余额宝,交易成功,20251226319189666901	,	,,
2025-12-25 23:45:19,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-25 21:45:16,支出,1.00,宁波银行信用卡(4573),交易成功,2025122522001445901412683077	,25122523451910500028	,,
2025-12-25 23:32:10,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-12-25 21:18:39-七宝-2025-12-25 21:32:07,支出,3.00,宁波银行信用卡(4573),交易成功,2025122522001445901411641108	,25122523321010400017	,,
2025-12-25 18:46:13,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-12-25 18:45:18,支出,2.50,宁波银行信用卡(4573),交易成功,2025122522001445901405050167	,1711202512256747202221104141	,,
2025-12-25 11:44:28,退款,ik**店,omu***@163.com,退款-【优惠价】iKF King Pro 3.0主动降噪ANC头戴式耳机无线蓝牙长续航电竞游戏 等多件,不计收支,186.92,宁波银行信用卡(4573)&优惠,退款成功,2025121722001145901415854964_4949884623678343545	,T200P4949884623677343545	,,
2025-12-25 10:49:45,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-12-25 08:39:32-漕河泾开发区-2025-12-25 08:49:42,支出,1.95,宁波银行信用卡(4573)&现金抵价券,交易成功,2025122522001445901406760238	,25122510494510500531	,,
2025-12-25 09:59:39,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-25 07:59:36,支出,1.95,宁波银行信用卡(4573)&现金抵价券,交易成功,2025122522001445901406786132	,25122509593910500231	,,
2025-12-25 02:53:43,投资理财,招商财富宝A,/,余额宝-2025.12.24-收益发放,不计收支,3.65,余额宝,交易成功,20251225313243960901	,	,,
2025-12-24 20:28:47,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-24 18:28:44,支出,1.00,宁波银行信用卡(4573),交易成功,2025122422001445901408302622	,25122420284710500195	,,
2025-12-24 20:19:09,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-12-24 18:09:59-七宝-2025-12-24 18:19:06,支出,3.00,宁波银行信用卡(4573),交易成功,2025122422001445901407242937	,25122420190910400558	,,
2025-12-24 12:15:19,餐饮美食,友宝,ton***@ubox.cn,智能货柜消费_消费时间 :2025-12-24 12:14:13,支出,2.50,宁波银行信用卡(4573),交易成功,2025122422001445901401367258	,1711202512244403702221104141	,,
2025-12-24 10:58:43,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-12-24 08:48:13-漕河泾开发区-2025-12-24 08:58:39,支出,2.00,宁波银行信用卡(4573),交易成功,2025122422001445901459030697	,25122410584210500056	,,
2025-12-24 10:10:38,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-24 08:10:34,支出,2.00,宁波银行信用卡(4573),交易成功,2025122422001445901459857358	,25122410103710500426	,,
2025-12-24 02:00:13,投资理财,招商财富宝A,/,余额宝-2025.12.23-收益发放,不计收支,3.59,余额宝,交易成功,20251224303689946901	,	,,
2025-12-23 23:48:53,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-23 21:48:50,支出,1.00,宁波银行信用卡(4573),交易成功,2025122322001445901400077146	,25122323485310500018	,,
2025-12-23 23:25:16,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-12-23 21:12:04-七宝-2025-12-23 21:25:13,支出,3.00,宁波银行信用卡(4573),交易成功,2025122322001445901456631194	,25122323251610500005	,,
2025-12-23 18:27:28,餐饮美食,玖集科产店,/,玖集科产大厦店-消费,支出,11.14,宁波银行信用卡(4573)&碰一下立减,交易成功,2025122322001445901450971341	,05126600004836000083620251223725274477	,,
2025-12-23 15:08:00,充值缴费,国网上海市电力公司(缴费),/,11月-电费-***,支出,121.82,花呗&花呗立减,交易成功,2025122300003001900069683722	,3100000335058	,,
2025-12-23 15:07:27,充值缴费,上海城投水务(集团)有限公司,/,水费-**实名,支出,64.70,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025122300003001900069689305	,5980754100	,,
2025-12-23 11:01:50,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-12-23 08:49:29-漕河泾开发区-2025-12-23 09:01:47,支出,2.00,宁波银行信用卡(4573),交易成功,2025122322001445901450172758	,25122311015010500072	,,
2025-12-23 10:12:40,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-23 08:12:37,支出,2.00,宁波银行信用卡(4573),交易成功,2025122322001445901451329756	,25122310124010500126	,,
2025-12-23 02:04:27,投资理财,招商财富宝A,/,余额宝-2025.12.22-收益发放,不计收支,3.80,余额宝,交易成功,20251223301405415901	,	,,
2025-12-22 23:23:36,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-22 21:23:33,支出,1.00,宁波银行信用卡(4573),交易成功,2025122222001445901452814448	,25122223233610500027	,,
2025-12-22 23:13:23,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-12-22 21:02:17-七宝-2025-12-22 21:13:20,支出,3.00,宁波银行信用卡(4573),交易成功,2025122222001445901450161073	,25122223132310500045	,,
2025-12-22 22:10:43,退款,ho**店,ljq***@163.com,退款-【优惠价】木炭烧烤碳无烟家用果木炭碳烤炉速燃煤炭竹炭专用碳室内机制炭块,不计收支,7.74,宁波银行信用卡(4573),退款成功,2025122222001145901455327083_4962552049112343545	,T200P4962552049112343545	,,
2025-12-22 22:10:32,退款,lo**卖,oly***@163.com,退款-【优惠价】巴黎欧莱雅紫安瓶玻尿酸洗发水控油蓬松洗发露护发素洗护套装正品,不计收支,16.63,宁波银行信用卡(4573),退款成功,2025122222001145901455948885_4962552049110343545	,T200P4962552049110343545	,,
2025-12-22 22:10:00,退款,be**店,suq***@dayukeji.com,退款-【优惠价】Befe不凡茶树控油蓬松洗发水滋养强韧防断头发男女洗头膏洗发露 等多件,不计收支,54.57,宁波银行信用卡(4573),退款成功,2025122222001145901450261906_4962552049108343545	,T200P4962552049107343545	,,
2025-12-22 22:09:25,美容美发,be**店,suq***@dayukeji.com,【优惠价】Befe不凡茶树控油蓬松洗发水滋养强韧防断头发男女洗头膏洗发露 等多件,支出,54.57,宁波银行信用卡(4573),交易关闭,2025122222001145901450261906	,T200P4962552049107343545	,,
2025-12-22 22:09:25,数码电器,漫友**店,191***@163.com,【优惠价】ManAyo漫友H20pro头戴式蓝牙耳机无线降噪HIFI柏林之声自带内存,支出,307.49,宁波银行信用卡(4573)&优惠,交易成功,2025122222001145901451912224	,T200P4962552049111343545	,,
2025-12-22 22:09:25,运动户外,ho**店,ljq***@163.com,【优惠价】木炭烧烤碳无烟家用果木炭碳烤炉速燃煤炭竹炭专用碳室内机制炭块,支出,7.74,宁波银行信用卡(4573),交易关闭,2025122222001145901455327083	,T200P4962552049112343545	,,
2025-12-22 22:09:25,美容美发,lo**卖,oly***@163.com,【优惠价】巴黎欧莱雅紫安瓶玻尿酸洗发水控油蓬松洗发露护发素洗护套装正品,支出,16.63,宁波银行信用卡(4573),交易关闭,2025122222001145901455948885	,T200P4962552049110343545	,,
2025-12-22 10:52:56,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-12-22 08:40:54-漕河泾开发区-2025-12-22 08:52:53,支出,1.00,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025122222001445901444441070	,25122210525610400553	,,
2025-12-22 10:00:34,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-22 08:00:31,支出,2.00,宁波银行信用卡(4573),交易成功,2025122222001445901443961751	,25122210003410500159	,,
2025-12-22 02:04:21,投资理财,招商财富宝A,/,余额宝-2025.12.21-收益发放,不计收支,3.55,余额宝,交易成功,20251222392105276901	,	,,
2025-12-21 12:05:20,餐饮美食,上海盒马网络科技有限公司,/,退款-盒马日日鲜 小香葱 约50g等多件,不计收支,0.00,,退款成功,2025122122001145901439765761*REFUND_P4959007237580343545R367773230112344535	,REFUND_P4959007237580343545R367773230112344535	,,
2025-12-21 12:05:16,餐饮美食,上海盒马网络科技有限公司,/,退款-盒马日日鲜 小香葱 约50g等多件,不计收支,0.00,,退款成功,2025122122001145901439765761*REFUND_P4959007237584343545R367811391087344535	,REFUND_P4959007237584343545R367811391087344535	,,
2025-12-21 11:38:50,餐饮美食,上海盒马,shh***@163.com,盒马日日鲜 小香葱 约50g等多件,支出,0.00,,交易成功,2025122122001145901439765761	,T200P4959007237575343545	,,
2025-12-21 02:15:44,投资理财,招商财富宝A,/,余额宝-2025.12.20-收益发放,不计收支,3.55,余额宝,交易成功,20251221386321000901	,	,,
2025-12-20 22:17:39,餐饮美食,齐齐哈尔大齐杨家烤肉,/,齐齐哈尔大齐杨家烤肉,支出,4.50,宁波银行信用卡(4573)&碰一下立减,交易成功,2025122022001445901434676549	,0912660000482200007895212777453841	,,
2025-12-20 21:14:40,餐饮美食,农夫果园批发行,/,农夫果园批发行,支出,17.50,宁波银行信用卡(4573)&现金抵价券,交易成功,2025122022001445901434497970	,44126600004823000003212512207647746715435	,,
2025-12-20 02:31:46,投资理财,招商财富宝A,/,余额宝-2025.12.19-收益发放,不计收支,5.05,余额宝,交易成功,20251220380061252901	,	,,
2025-12-19 22:23:54,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,1.69,,交易成功,20251219300008509045901280817494	,	,,
2025-12-19 22:23:54,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,0.31,,交易成功,20251219300008509045901282573162	,	,,
2025-12-19 22:23:45,收入,*英,152******38,收钱码收款,收入,2.00,,交易成功,2025121922001424531438770393	,47661542248122368824536	,,
2025-12-19 21:34:26,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-19 19:34:23,支出,1.00,宁波银行信用卡(4573),交易成功,2025121922001445901432582811	,25121921342610400078	,,
2025-12-19 21:20:49,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-12-19 19:10:30-七宝-2025-12-19 19:20:46,支出,3.00,宁波银行信用卡(4573),交易成功,2025121922001445901433142848	,25121921204910400456	,,
2025-12-19 12:31:20,退款,xi**店,xib***@163.com,退款-【优惠价】西伯利亚羽DM02双金标无线蓝牙降噪耳机头戴式有线电脑游戏耳麦 等多件,不计收支,156.54,宁波银行信用卡(4573)&优惠,退款成功,2025120922001145901436242633_4934221524169343545	,T200P4934221524168343545	,,
2025-12-19 10:58:02,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-12-19 08:46:09-漕河泾开发区-2025-12-19 08:57:58,支出,2.00,宁波银行信用卡(4573),交易成功,2025121922001445901430549043	,25121910580110500623	,,
2025-12-19 10:11:18,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-19 08:11:15,支出,2.00,宁波银行信用卡(4573),交易成功,2025121922001445901428588486	,25121910111810500068	,,
2025-12-19 02:21:13,投资理财,招商财富宝A,/,余额宝-2025.12.18-收益发放,不计收支,3.44,余额宝,交易成功,20251219374393851901	,	,,
2025-12-18 23:43:33,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-18 21:43:30,支出,1.00,宁波银行信用卡(4573),交易成功,2025121822001445901425351634	,25121823433310500112	,,
2025-12-18 23:31:27,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-12-18 21:20:09-七宝-2025-12-18 21:31:24,支出,3.00,宁波银行信用卡(4573),交易成功,2025121822001445901425728532	,25121823312710400042	,,
2025-12-18 18:19:26,餐饮美食,玖集科产店,/,玖集科产大厦店-消费,支出,19.65,宁波银行信用卡(4573),交易成功,2025121822001445901426157027	,80126600004836000083620251218626643920	,,
2025-12-18 10:51:33,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-12-18 08:41:03-漕河泾开发区-2025-12-18 08:51:29,支出,2.00,宁波银行信用卡(4573),交易成功,2025121822001445901423710747	,25121810513210400678	,,
2025-12-18 10:03:37,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-18 08:03:34,支出,2.00,宁波银行信用卡(4573),交易成功,2025121822001445901425736546	,25121810033710500376	,,
2025-12-18 08:35:12,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.30,宁波银行信用卡(4573)&碰一下立减,交易成功,2025121822001445901420727968	,SXA1O2997066826	,,
2025-12-18 02:04:36,投资理财,招商财富宝A,/,余额宝-2025.12.17-收益发放,不计收支,4.10,余额宝,交易成功,20251218368451965901	,	,,
2025-12-17 23:00:50,交通出行,滴滴出行,chu***@didichuxing.com,滴滴快车打车-张师傅-12月17日行程,支出,67.80,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025121722001445901421061884	,210_202512178512843501948434	,,
2025-12-17 20:46:02,退款,tb**3,hui***@126.com,退款-华强北Max二代头戴式蓝牙耳机政府补贴犀狼2025新款主动降噪运动,不计收支,219.58,宁波银行信用卡(4573)&优惠,退款成功,2025121222001145901454536034_4940424433135343545_367090957354344535	,T200P4940424433135343545	,,
2025-12-17 11:48:41,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,10.22,账户余额,交易成功,20251217019130101000900002461118	,20251217009130501000900055994701	,,
2025-12-17 10:52:00,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七宝-2025-12-17 08:41:37-漕河泾开发区-2025-12-17 08:51:56,支出,1.76,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025121722001445901420722706	,25121710515910400693	,,
2025-12-17 10:02:09,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-17 08:02:06,支出,2.00,宁波银行信用卡(4573),交易成功,2025121722001445901418467289	,25121710020910500406	,,
2025-12-17 08:48:34,数码电器,ik**店,omu***@163.com,【优惠价】iKF King Pro 3.0主动降噪ANC头戴式耳机无线蓝牙长续航电竞游戏 等多件,支出,186.92,宁波银行信用卡(4573)&焕新折扣,交易关闭,2025121722001145901415854964	,T200P4949884623677343545	,,
2025-12-17 08:47:10,充值缴费,浙江天猫技术有限公司,she***@service.aliyun.com,淘宝省钱卡,支出,8.00,宁波银行信用卡(4573),交易成功,2025121722001345901418165945	,T3901P4949882787715343545	,,
2025-12-17 08:35:25,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.80,宁波银行信用卡(4573),交易成功,2025121723001445901418057061	,SXA1O2935139026	,,
2025-12-17 02:03:38,投资理财,招商财富宝A,/,余额宝-2025.12.16-收益发放,不计收支,3.93,余额宝,交易成功,20251217362735337901	,	,,
2025-12-16 23:40:29,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-12-16 21:40:26,支出,1.00,宁波银行信用卡(4573),交易成功,2025121622001445901415612112	,25121623402910400063	,,
2025-12-16 23:32:08,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-漕河泾开发区-2025-12-16 21:20:03-七宝-2025-12-16 21:32:05,支出,3.00,宁波银行信用卡(4573),交易成功,2025121622001445901413487698	,25121623320810400027	,,
2025-12-16 21:36:13,转账红包,云账户综合服务平台,/,云账户,收入,10.22,,交易成功,20251216020070011580900030827311	,1140498664276878276	,,
2025-12-16 15:18:48,退款,苏泊**店,shi***@163.com,退款-【优惠价】苏泊尔泡脚桶加热恒温足浴盆电动按摩洗脚盆全自动家用高深足疗机,不计收支,269.95,宁波银行信用卡(4573)&优惠,退款成功,2025121222001145901454960901_4940424433133343545_366689593222344535	,T200P4940424433133343545	,,
